"StudentID","Dropout","cohort","cohort term","Marital Status","Adjusted Gross Income","Parent Adjusted Gross Income","Father's Highest Grade Level","Mother's Highest Grade Level","Housing","2012 Loan","2012 Scholarship","2012 Work/Study","2012 Grant","2013 Loan","2013 Scholarship","2013 Work/Study","2013 Grant","2014 Loan","2014 Scholarship","2014 Work/Study","2014 Grant","2015 Loan","2015 Scholarship","2015 Work/Study","2015 Grant","2016 Loan","2016 Scholarship","2016 Work/Study","2016 Grant","2017 Loan","2017 Scholarship","2017 Work/Study","2017 Grant"
356465,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356478,0,"2016-17","1","Single",0,48768,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14900,6840.1,NA,4665
356480,0,"2016-17","1","Single",7531,90120,"College","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4750,NA,NA,NA
356493,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356509,0,"2016-17","1","Single",7191,5151,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,2107,1500,12423
356510,0,"2016-17","1","Single",0,33914,"High School",NA,"With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,NA,12373
356513,0,"2016-17","1","Single",0,30500,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,NA,13023
356528,0,"2016-17","1","Single",0,10211,"Unknown","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13140,NA,NA,12423
356540,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11505.1,NA,NA
356541,0,"2016-17","1","Single",0,75687,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356544,0,"2016-17","1","Single",0,40708,"College","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,12273
356545,0,"2016-17","1","Single",5794,64915,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,2000,NA,2500
356561,0,"2016-17","1","Single",700,100180,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA
356564,0,"2016-17","1","Single",15900,0,"Unknown","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,5967
356565,0,"2016-17","1","Single",0,55054,"High School","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6500,NA,NA,4079
356567,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356581,0,"2016-17","1","Single",7403,220918,"College","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA
356589,0,"2016-17","1","Single",22143,46487,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,4000,NA,NA
356610,0,"2016-17","1","Single",0,0,"College","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,2000,11496
356611,0,"2016-17","1","Single",4566,31747,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787
356612,0,"2016-17","1","Single",1571,31319,"College","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10300,NA,NA,11423
356613,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356619,0,"2016-17","1","Single",14040,0,"Middle School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356621,0,"2016-17","1","Single",1115,0,"Unknown","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,NA,4235
356623,0,"2016-17","1","Single",14211,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750,NA,NA,4628
356627,0,"2016-17","1","Married",106880,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11505.1,NA,NA
356631,0,"2016-17","1","Single",0,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11573
356632,0,"2016-17","1","Single",2812,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,9991
356633,0,"2016-17","1","Single",0,17403,"Middle School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356643,0,"2016-17","1","Single",60290,0,"Unknown",NA,"Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4750,NA,NA,2183
356644,0,"2016-17","1","Single",0,186771,"College","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25033,NA,NA,NA
356645,0,"2016-17","1","Single",0,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,750,NA,5088
356649,0,"2016-17","1","Single",0,16774,"Middle School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,NA,12423
356659,0,"2016-17","1","Single",0,23727,"Unknown","Unknown","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,13573
356676,0,"2016-17","1","Single",402,15055,"Unknown","Unknown","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5690.1,NA,6415
356679,0,"2016-17","1","Single",0,54779,"College","Unknown","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,4075,NA,7205
356701,0,"2016-17","1","Single",20596,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,1983
356702,0,"2016-17","1","Single",6157,26901,"Middle School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356704,0,"2016-17","1","Single",1982,206116,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA
356705,0,"2016-17","1","Single",0,29273,"Middle School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13573
356707,0,"2016-17","1","Single",28285,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,11505.1
356712,0,"2016-17","1","Single",6360,0,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356713,0,"2016-17","1","Single",3543,9199,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5815
356714,0,"2016-17","1","Single",13267,0,"Middle School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,5815
356715,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356720,0,"2016-17","1","Single",0,18812,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14666,4000,NA,NA
356722,0,"2016-17","1","Single",14083,12794,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9855
356724,0,"2016-17","1","Single",14009,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9855
356725,0,"2016-17","1","Single",0,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,11573
356727,0,"2016-17","1","Single",0,81912,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,NA
356737,0,"2016-17","1","Single",15059,0,"College","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,4635.05,NA,11073
356748,0,"2016-17","1","Single",0,15283,"Unknown","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12373
356752,0,"2016-17","1","Single",3548,62917,"High School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9641
356759,0,"2016-17","1","Single",3746,54759,"High School","College","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22811,NA,NA,6805
356763,0,"2016-17","1","Single",0,21427,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,11573
356766,0,"2016-17","1","Single",0,50374,"College","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,2500,NA,5413
356768,0,"2016-17","1","Single",6305,12889,"High School",NA,"On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13023
356774,0,"2016-17","1","Single",694,0,"Unknown","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,5815
356777,0,"2016-17","1","Single",4588,24808,"Middle School",NA,"With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12373
356778,0,"2016-17","1","Single",0,17218,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13573
356781,0,"2016-17","1","Single",43357,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA
356785,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356786,0,"2016-17","1","Single",7934,21221,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,6787
356790,0,"2016-17","1","Single",0,33156,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,9741
356791,0,"2016-17","1","Single",52501,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA
356792,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356793,0,"2016-17","1","Single",0,44784,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11623
356794,0,"2016-17","1","Single",11141,82901,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16500,NA,NA,NA
356797,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356799,0,"2016-17","1","Single",25560,0,"Middle School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3406.05,NA,2908
356800,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356802,0,"2016-17","1","Single",22623,0,"Middle School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,3000,NA,865
356804,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356805,0,"2016-17","1","Married",15716,0,"Middle School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250,NA,NA,1453
356806,0,"2016-17","1","Single",5367,45360,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,10123
356808,0,"2016-17","1","Single",12321,49073,"Middle School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6853,3000,NA,8813
356809,0,"2016-17","1","Single",3556,0,"College","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356812,0,"2016-17","1","Married",41486,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650,1500,NA,5225
356813,0,"2016-17","1","Single",16940,24876,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3750,NA,NA,5779
356816,0,"2016-17","1","Married",48247,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482
356817,0,"2016-17","1","Divorced",49064,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,3000,NA,5265
356819,0,"2016-17","1","Single",0,114240,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA
356823,0,"2016-17","1","Single",0,35385,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13573
356824,0,"2016-17","1","Single",0,0,"High School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10750,NA,2000,12173
356828,0,"2016-17","1","Single",5369,54526,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,6705
356829,0,"2016-17","1","Single",0,9703,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13523
356838,0,"2016-17","1","Single",0,7973,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356839,0,"2016-17","1","Single",5321,0,"College","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356849,0,"2016-17","1","Single",0,41610,"High School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11505.1
356850,0,"2016-17","1","Single",29961,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4750,NA,NA,526
356851,0,"2016-17","1","Married",19081,0,"Middle School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,9163
356853,0,"2016-17","1","Married",70195,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,2965
356858,0,"2016-17","1","Married",58290,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA
356859,0,"2016-17","1","Single",83285,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5790.05,NA,NA
356860,0,"2016-17","1","Single",744,116715,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11505.1,NA,NA
356861,0,"2016-17","1","Single",4776,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,5815
356862,0,"2016-17","1","Single",54530,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9875,NA,NA,NA
356867,0,"2016-17","1","Single",4101,178138,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11505.1,NA,NA
356876,0,"2016-17","1","Single",0,24465,"Unknown",NA,"Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356880,0,"2016-17","1","Single",0,25000,"College","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356882,0,"2016-17","1","Single",8385,0,"Unknown","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356883,0,"2016-17","1","Single",0,25038,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4793,1500,NA,12373
356884,0,"2016-17","1","Single",0,0,"Middle School","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356886,0,"2016-17","1","Single",0,46053,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,9141
356889,0,"2016-17","1","Single",18918,19772,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,NA,NA,8429
356891,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356896,0,"2016-17","1","Single",0,6051,"College",NA,"On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
356898,0,"2016-17","1","Single",0,161195,"High School","College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA
356900,0,"2016-17","1","Married",76899,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA
356903,0,"2016-17","1","Single",0,123109,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,600,NA,NA
356906,0,"2016-17","1","Single",7724,40633,"College",NA,"With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,11402
356918,0,"2016-17","1","Separated",107193,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11530.1,NA,NA
356922,0,"2016-17","1","Single",22871,0,"Unknown",NA,"Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,1565
356939,0,"2016-17","1","Single",0,1377,"Middle School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13573
356946,0,"2016-17","1","Single",0,150602,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA
356950,0,"2016-17","1","Single",0,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,5787
356951,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356958,0,"2016-17","1","Separated",24923,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10840.1,NA,665
356960,0,"2016-17","1","Single",0,30335,NA,"High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356966,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356967,0,"2016-17","1","Single",57592,0,NA,NA,"Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,1982
356968,0,"2016-17","1","Married",115893,0,"High School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA
356973,0,"2016-17","1","Single",0,34492,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA
356975,0,"2016-17","1","Single",13990,25406,"High School",NA,"Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,7505
356976,0,"2016-17","1","Single",17880,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,2000,NA,5815
356980,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356982,0,"2016-17","1","Divorced",20640,0,"High School","Middle School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,2000,NA,5815
356994,0,"2016-17","1","Single",10744,6770,"High School","High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
